team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
OTT,2023,OTT,OTT,Team Level,4on5,59,0.11,0.14,0.18,16024.0,53.01,4.38,2.66,8.9,1.81,17.63,36.62,4.26,4.38,4.26,62.0,10.0,5.0,77.0,4.0,5.0,1.0,6.0,0.0,11.0,46.0,58.0,68.0,7.0,14.0,163.0,42.0,38.0,27.0,54.0,14.0,4.0,1.44,1.81,1.14,0.0,3.0,1.0,77.0,72.0,72.0,25.0,0.6,1.2,1.2,3.79,3.79,3.74,243.4,34.09,20.44,52.7,7.9,143.75,75.12,31.08,34.09,31.08,242.0,92.0,128.0,462.0,44.0,26.0,3.0,48.0,0.0,129.0,87.0,198.0,290.0,12.0,27.0,143.0,25.0,7.0,40.0,238.0,44.0,52.0,5.85,5.31,22.94,11.0,6.0,27.0,462.0,334.0,334.0,2.0,5.44,4.67,4.67,34.87,34.87,32.11
OTT,2023,OTT,OTT,Team Level,5on4,59,0.9,0.89,0.88,20470.0,309.33,33.2,28.24,68.53,10.55,190.56,97.92,31.77,33.2,31.77,301.0,128.0,158.0,587.0,32.0,33.0,2.0,65.0,3.0,168.0,128.0,269.0,397.0,14.0,28.0,198.0,27.0,8.0,69.0,315.0,78.0,36.0,8.79,9.36,15.05,7.0,10.0,15.0,587.0,429.0,429.0,4.0,7.14,5.53,6.06,34.28,34.28,33.33,44.76,3.77,2.07,6.76,1.37,14.62,31.41,3.72,3.77,3.72,50.0,10.0,9.0,69.0,3.0,3.0,1.0,4.0,0.0,9.0,41.0,47.0,57.0,7.0,14.0,142.0,72.0,48.0,31.0,46.0,7.0,7.0,0.87,0.83,2.07,0.0,1.0,2.0,69.0,60.0,60.0,31.0,0.48,0.64,0.64,3.61,3.61,3.61
NJD,2023,NJD,NJD,Team Level,other,61,0.47,0.54,0.52,9390.0,132.97,30.56,9.77,23.97,4.69,70.89,41.19,27.29,30.56,27.29,132.0,50.0,67.0,249.0,31.0,21.0,3.0,23.0,2.0,53.0,52.0,101.0,151.0,4.0,8.0,106.0,19.0,21.0,21.0,82.0,53.0,47.0,3.54,6.64,20.38,8.0,7.0,16.0,249.0,182.0,182.0,10.0,2.8,6.77,6.77,26.52,26.52,24.38,120.13,35.15,8.0,20.28,3.82,60.43,38.3,32.91,35.15,32.91,117.0,49.0,46.0,212.0,33.0,11.0,3.0,19.0,0.0,52.0,51.0,84.0,133.0,8.0,19.0,100.0,21.0,19.0,15.0,78.0,31.0,57.0,3.2,3.8,28.15,5.0,3.0,25.0,212.0,166.0,166.0,4.0,2.31,4.03,4.03,33.43,33.43,31.45
NJD,2023,NJD,NJD,Team Level,all,61,0.52,0.54,0.52,221058.0,2043.78,214.8,139.67,496.17,70.28,1090.96,780.18,201.78,215.19,202.19,1969.0,824.0,1181.0,3974.0,202.0,262.0,34.0,396.0,9.0,913.0,1011.0,1767.0,2591.0,207.0,442.0,1854.0,1285.0,424.0,496.0,2022.0,492.0,279.0,57.52,62.99,94.28,70.0,65.0,67.0,3967.65,2793.0,2791.39,228.0,31.27,61.56,61.56,184.43,184.81,179.19,1877.15,196.39,127.08,441.45,63.1,1002.49,742.48,187.39,197.9,188.87,1810.0,763.0,878.0,3451.0,213.0,198.0,31.0,320.0,7.0,874.0,961.0,1597.0,2360.0,209.0,456.0,1569.0,1409.0,412.0,432.0,1835.0,501.0,237.0,50.59,61.84,83.96,60.0,71.0,82.0,3478.88,2573.0,2593.17,205.0,28.12,40.69,40.69,183.83,185.15,179.37
NJD,2023,NJD,NJD,Team Level,5on5,61,0.53,0.53,0.52,177316.0,1596.51,143.66,103.41,407.4,55.13,847.71,625.69,136.6,144.06,137.01,1509.0,674.0,904.0,3087.0,134.0,202.0,25.0,312.0,6.0,707.0,822.0,1375.0,2049.0,186.0,394.0,1417.0,1200.0,360.0,418.0,1649.0,358.0,176.0,45.53,46.41,51.73,55.0,51.0,28.0,3080.65,2183.0,2181.39,202.0,21.56,44.7,44.93,120.29,120.67,118.69,1461.36,125.66,93.96,361.94,49.47,775.33,594.65,121.28,127.17,122.76,1406.0,595.0,706.0,2707.0,139.0,156.0,22.0,270.0,6.0,668.0,762.0,1267.0,1862.0,175.0,379.0,1204.0,1295.0,345.0,365.0,1478.0,388.0,135.0,40.18,48.56,36.93,45.0,57.0,37.0,2734.88,2001.0,2021.17,185.0,19.51,29.83,30.11,115.07,116.38,114.4
NJD,2023,NJD,NJD,Team Level,4on5,61,0.11,0.13,0.15,17142.0,43.8,3.55,2.07,6.42,1.44,14.68,31.84,3.5,3.55,3.5,48.0,12.0,8.0,68.0,3.0,2.0,0.0,6.0,0.0,12.0,37.0,45.0,57.0,5.0,10.0,160.0,50.0,33.0,15.0,50.0,4.0,6.0,1.31,0.47,1.77,1.0,1.0,1.0,68.0,60.0,60.0,13.0,0.47,0.61,0.61,3.41,3.41,3.4,247.01,29.72,22.41,52.32,8.29,151.57,77.69,27.44,29.72,27.44,238.0,104.0,124.0,466.0,35.0,29.0,5.0,25.0,1.0,143.0,109.0,203.0,307.0,19.0,38.0,122.0,24.0,8.0,36.0,238.0,69.0,35.0,5.78,7.76,16.18,8.0,8.0,19.0,466.0,342.0,342.0,3.0,5.69,6.49,6.21,29.2,29.2,27.45
NJD,2023,NJD,NJD,Team Level,5on4,61,0.86,0.9,0.85,17210.0,270.51,37.02,24.43,58.38,9.04,157.67,81.46,34.4,37.02,34.4,280.0,88.0,202.0,570.0,34.0,37.0,6.0,55.0,1.0,141.0,100.0,246.0,334.0,12.0,30.0,171.0,16.0,10.0,42.0,241.0,77.0,50.0,7.15,9.47,20.4,6.0,6.0,22.0,570.0,368.0,368.0,3.0,6.44,9.48,9.25,34.2,34.2,32.71,48.66,5.86,2.72,6.9,1.53,15.16,31.84,5.76,5.86,5.76,49.0,15.0,2.0,66.0,6.0,2.0,1.0,6.0,0.0,11.0,39.0,43.0,58.0,7.0,20.0,143.0,69.0,40.0,16.0,41.0,13.0,10.0,1.43,1.73,2.7,2.0,3.0,1.0,66.0,64.0,64.0,13.0,0.62,0.34,0.34,6.14,6.14,6.07
VGK,2023,VGK,VGK,Team Level,other,61,0.5,0.5,0.5,6616.0,98.11,21.44,7.33,18.21,3.39,52.91,31.73,20.63,21.44,20.63,93.0,42.0,54.0,189.0,20.0,4.0,0.0,12.0,1.0,61.0,37.0,73.0,115.0,6.0,15.0,73.0,21.0,23.0,16.0,70.0,34.0,31.0,2.81,3.84,14.78,2.0,5.0,13.0,189.0,135.0,135.0,6.0,2.1,1.12,1.12,22.42,22.42,21.58,100.56,21.86,6.95,19.39,3.55,50.56,33.67,19.63,21.86,19.63,98.0,38.0,51.0,187.0,25.0,9.0,0.0,9.0,1.0,47.0,45.0,73.0,111.0,8.0,17.0,94.0,26.0,10.0,11.0,73.0,30.0,33.0,2.72,3.52,15.63,5.0,4.0,16.0,187.0,136.0,136.0,2.0,2.07,2.99,2.99,20.95,20.95,19.15
VGK,2023,VGK,VGK,Team Level,all,61,0.5,0.47,0.48,222352.0,1892.85,188.44,130.47,449.04,63.7,1021.47,750.87,180.64,189.73,181.9,1882.0,722.0,1028.0,3632.0,194.0,202.0,23.0,379.0,2.0,913.0,914.0,1688.0,2410.0,184.0,409.0,1710.0,1476.0,523.0,427.0,1900.0,480.0,224.0,55.21,59.06,74.17,67.0,62.0,65.0,3662.56,2604.0,2625.53,204.0,29.0,42.39,42.45,175.01,176.22,172.23,2000.12,189.26,135.02,491.1,69.12,1095.55,796.95,179.8,189.5,180.01,1886.0,891.0,1246.0,4023.0,177.0,208.0,23.0,378.0,5.0,1041.0,968.0,1709.0,2600.0,219.0,473.0,1742.0,1565.0,431.0,446.0,2096.0,475.0,206.0,59.14,58.54,71.59,61.0,59.0,57.0,4020.52,2777.0,2777.64,218.0,29.89,42.85,42.85,176.31,176.52,170.57
VGK,2023,VGK,VGK,Team Level,5on5,61,0.51,0.47,0.48,180359.0,1473.21,131.79,96.17,366.0,49.93,791.28,598.84,125.89,133.08,127.15,1462.0,572.0,833.0,2867.0,130.0,172.0,18.0,317.0,1.0,708.0,706.0,1332.0,1904.0,159.0,356.0,1342.0,1387.0,431.0,363.0,1519.0,371.0,144.0,45.26,46.08,40.45,58.0,47.0,25.0,2897.56,2034.0,2055.53,186.0,20.0,35.74,35.8,115.98,117.19,114.77,1582.17,128.83,102.61,406.64,55.21,869.6,642.11,123.86,129.07,124.08,1490.0,715.0,1038.0,3243.0,117.0,165.0,19.0,315.0,4.0,832.0,772.0,1373.0,2088.0,193.0,420.0,1348.0,1457.0,365.0,366.0,1719.0,365.0,121.0,48.56,45.49,34.78,52.0,43.0,22.0,3240.52,2205.0,2205.64,186.0,21.29,31.98,32.19,117.94,118.14,115.68
VGK,2023,VGK,VGK,Team Level,4on5,61,0.11,0.13,0.16,16367.0,49.24,4.25,2.45,7.11,1.59,15.92,35.68,4.22,4.25,4.22,50.0,17.0,9.0,76.0,6.0,2.0,0.0,1.0,0.0,12.0,46.0,44.0,61.0,3.0,6.0,110.0,47.0,48.0,10.0,50.0,8.0,9.0,1.14,0.99,2.12,1.0,2.0,3.0,76.0,67.0,67.0,9.0,0.58,0.52,0.52,4.31,4.31,4.27,262.43,33.81,22.87,56.65,8.72,158.13,82.83,31.61,33.81,31.61,236.0,127.0,145.0,508.0,29.0,30.0,4.0,45.0,0.0,149.0,110.0,207.0,334.0,14.0,28.0,148.0,14.0,10.0,40.0,250.0,67.0,46.0,6.29,8.05,19.48,2.0,9.0,18.0,508.0,363.0,363.0,5.0,5.94,6.97,6.75,33.0,33.0,31.33
VGK,2023,VGK,VGK,Team Level,5on4,61,0.87,0.85,0.83,19010.0,272.29,30.97,24.52,57.72,8.8,161.35,84.63,29.9,30.97,29.9,277.0,91.0,132.0,500.0,38.0,24.0,5.0,49.0,0.0,132.0,125.0,239.0,330.0,16.0,32.0,185.0,21.0,21.0,38.0,261.0,67.0,40.0,6.0,8.14,16.83,6.0,8.0,24.0,500.0,368.0,368.0,3.0,6.33,5.01,5.0,32.3,32.3,31.61,54.95,4.76,2.59,8.42,1.64,17.25,38.34,4.7,4.76,4.7,62.0,11.0,12.0,85.0,6.0,4.0,0.0,9.0,0.0,13.0,41.0,56.0,67.0,4.0,8.0,152.0,68.0,46.0,29.0,54.0,13.0,6.0,1.57,1.48,1.7,2.0,3.0,1.0,85.0,73.0,73.0,25.0,0.59,0.92,0.92,4.42,4.42,4.41
CBJ,2023,CBJ,CBJ,Team Level,other,60,0.39,0.49,0.48,8706.0,130.5,21.1,9.39,25.05,4.34,71.86,46.27,19.46,21.1,19.46,126.0,52.0,69.0,247.0,22.0,14.0,3.0,22.0,2.0,59.0,59.0,104.0,156.0,3.0,6.0,105.0,18.0,18.0,11.0,105.0,47.0,26.0,4.04,5.45,11.6,4.0,7.0,11.0,247.0,178.0,178.0,4.0,2.67,3.74,3.74,20.03,20.03,18.99,138.43,32.32,9.97,23.94,4.7,74.65,43.43,28.78,32.32,28.78,127.0,62.0,67.0,256.0,39.0,13.0,4.0,20.0,1.0,66.0,50.0,88.0,150.0,3.0,6.0,107.0,31.0,20.0,11.0,93.0,50.0,46.0,3.87,6.05,22.41,8.0,7.0,24.0,256.0,189.0,189.0,8.0,2.82,5.31,5.31,29.83,29.83,27.57
CBJ,2023,CBJ,CBJ,Team Level,all,60,0.45,0.48,0.48,218870.0,1914.0,175.51,130.44,464.01,65.65,1046.7,757.69,166.47,175.7,166.75,1802.0,838.0,1077.0,3717.0,176.0,204.0,19.0,412.0,11.0,928.0,909.0,1626.0,2464.0,213.0,460.0,1588.0,1100.0,355.0,334.0,1979.0,474.0,187.0,57.35,57.99,60.16,64.0,71.0,41.0,3717.01,2640.0,2639.26,191.0,28.95,36.37,36.37,168.08,168.48,163.02,2061.26,210.38,141.7,486.89,70.16,1125.6,805.28,198.31,210.96,198.88,1998.0,842.0,1143.0,3983.0,219.0,226.0,27.0,368.0,9.0,1003.0,1015.0,1779.0,2621.0,205.0,456.0,1793.0,1039.0,363.0,346.0,2084.0,511.0,245.0,61.74,62.88,85.76,85.0,70.0,64.0,3997.6,2840.0,2851.71,174.0,31.48,49.13,49.18,192.68,193.37,186.63
CBJ,2023,CBJ,CBJ,Team Level,5on5,60,0.47,0.48,0.48,176999.0,1482.69,121.75,96.69,374.45,51.24,799.87,601.99,116.62,121.95,116.89,1394.0,652.0,840.0,2886.0,130.0,169.0,14.0,323.0,8.0,706.0,710.0,1264.0,1916.0,190.0,414.0,1215.0,1046.0,284.0,281.0,1575.0,348.0,123.0,45.53,42.96,33.26,57.0,53.0,20.0,2886.01,2046.0,2045.26,173.0,20.03,28.88,29.0,112.79,113.18,110.76,1590.3,139.63,104.11,394.18,54.21,860.68,639.2,133.69,140.2,134.27,1548.0,644.0,934.0,3126.0,139.0,187.0,18.0,302.0,8.0,756.0,800.0,1409.0,2053.0,190.0,426.0,1373.0,957.0,291.0,295.0,1655.0,385.0,152.0,49.55,47.88,42.19,66.0,53.0,20.0,3140.6,2192.0,2203.71,149.0,21.6,37.19,37.24,123.99,124.68,121.99
CBJ,2023,CBJ,CBJ,Team Level,4on5,60,0.08,0.1,0.11,15747.0,35.05,3.03,1.84,5.44,1.15,11.86,24.69,3.0,3.03,3.0,38.0,10.0,11.0,59.0,2.0,3.0,1.0,4.0,0.0,10.0,29.0,36.0,46.0,5.0,10.0,113.0,23.0,42.0,10.0,37.0,7.0,4.0,0.92,0.9,1.21,1.0,0.0,1.0,59.0,48.0,48.0,10.0,0.42,0.52,0.4,3.05,3.05,3.02,282.64,33.89,24.95,60.88,9.62,173.9,88.77,31.38,33.89,31.38,267.0,125.0,138.0,530.0,37.0,25.0,5.0,44.0,0.0,166.0,120.0,230.0,355.0,8.0,16.0,157.0,8.0,8.0,26.0,288.0,63.0,41.0,7.0,7.46,19.43,9.0,9.0,19.0,530.0,392.0,392.0,6.0,6.44,6.36,6.36,33.97,33.97,32.22
CBJ,2023,CBJ,CBJ,Team Level,5on4,60,0.87,0.88,0.85,17418.0,265.76,29.63,22.52,59.07,8.93,163.12,84.75,27.41,29.63,27.41,244.0,124.0,157.0,525.0,22.0,18.0,1.0,63.0,1.0,153.0,111.0,222.0,346.0,15.0,30.0,155.0,13.0,11.0,32.0,262.0,72.0,34.0,6.86,8.68,14.09,2.0,11.0,9.0,525.0,368.0,368.0,4.0,5.82,3.23,3.23,32.22,32.22,30.25,49.88,4.54,2.68,7.89,1.64,16.36,33.88,4.45,4.54,4.45,56.0,11.0,4.0,71.0,4.0,1.0,0.0,2.0,0.0,15.0,45.0,52.0,63.0,4.0,8.0,156.0,43.0,44.0,14.0,48.0,13.0,6.0,1.32,1.48,1.74,2.0,1.0,1.0,71.0,67.0,67.0,11.0,0.61,0.27,0.27,4.89,4.89,4.84
WSH,2023,WSH,WSH,Team Level,other,60,0.5,0.46,0.48,6670.0,104.94,21.97,7.3,20.51,3.79,53.16,37.27,19.4,21.97,19.4,93.0,51.0,34.0,178.0,22.0,13.0,3.0,13.0,2.0,52.0,42.0,71.0,122.0,2.0,4.0,89.0,25.0,17.0,11.0,83.0,29.0,32.0,3.13,3.5,15.34,5.0,2.0,15.0,178.0,144.0,144.0,3.0,2.14,4.14,4.14,19.97,19.97,17.81,112.51,21.82,8.15,21.95,4.11,61.74,38.24,20.28,21.82,20.28,102.0,54.0,54.0,210.0,17.0,9.0,1.0,17.0,2.0,69.0,42.0,85.0,139.0,5.0,10.0,93.0,19.0,27.0,13.0,85.0,44.0,27.0,3.36,5.15,13.3,5.0,4.0,8.0,210.0,156.0,156.0,5.0,2.37,2.13,2.13,22.05,22.05,20.65
WSH,2023,WSH,WSH,Team Level,all,60,0.47,0.47,0.47,219525.0,1732.1,170.95,120.28,427.31,61.18,932.52,680.76,160.83,170.03,159.95,1631.0,762.0,960.0,3353.0,157.0,214.0,21.0,279.0,16.0,839.0,888.0,1474.0,2236.0,210.0,446.0,1543.0,1233.0,441.0,540.0,1756.0,460.0,177.0,50.35,57.83,62.77,60.0,50.0,47.0,3318.7,2393.0,2374.93,311.0,26.99,43.65,43.75,154.19,153.42,148.04,1953.8,195.12,132.08,475.64,66.13,1056.34,772.69,185.24,196.89,186.95,1824.0,874.0,1112.0,3810.0,189.0,189.0,19.0,380.0,6.0,933.0,1001.0,1635.0,2509.0,198.0,420.0,1761.0,1236.0,477.0,510.0,2005.0,461.0,232.0,57.85,57.95,79.32,66.0,71.0,52.0,3856.34,2698.0,2723.69,279.0,29.54,38.56,38.59,186.05,187.56,181.71
WSH,2023,WSH,WSH,Team Level,5on5,60,0.47,0.47,0.47,178511.0,1336.06,115.45,87.36,340.17,46.83,719.43,539.75,110.05,114.54,109.17,1250.0,599.0,790.0,2639.0,105.0,151.0,16.0,222.0,11.0,662.0,698.0,1145.0,1744.0,186.0,398.0,1170.0,1146.0,379.0,470.0,1385.0,356.0,108.0,39.38,44.77,31.3,46.0,39.0,20.0,2604.7,1849.0,1830.93,279.0,18.17,29.75,30.28,103.33,102.56,100.49,1527.36,129.75,97.58,388.45,51.46,821.15,621.61,125.22,131.52,126.94,1421.0,689.0,884.0,2994.0,130.0,151.0,18.0,312.0,4.0,713.0,800.0,1291.0,1980.0,179.0,382.0,1339.0,1164.0,399.0,436.0,1623.0,342.0,145.0,46.23,43.74,39.78,55.0,56.0,19.0,3040.34,2110.0,2135.69,245.0,20.2,30.38,30.41,119.55,121.06,118.93
WSH,2023,WSH,WSH,Team Level,4on5,60,0.06,0.09,0.12,17372.0,35.7,2.72,1.95,5.86,1.35,12.92,26.19,2.71,2.72,2.71,40.0,11.0,4.0,55.0,2.0,3.0,0.0,4.0,0.0,7.0,35.0,38.0,49.0,10.0,20.0,119.0,27.0,33.0,23.0,38.0,10.0,3.0,0.85,1.17,0.7,1.0,0.0,1.0,55.0,51.0,51.0,22.0,0.44,0.35,0.04,3.12,3.12,3.11,269.81,39.44,23.8,58.26,9.01,157.97,82.53,35.7,39.44,35.7,254.0,117.0,164.0,535.0,38.0,26.0,0.0,47.0,0.0,138.0,122.0,216.0,333.0,12.0,24.0,179.0,16.0,14.0,35.0,256.0,60.0,55.0,7.24,7.14,25.06,4.0,9.0,25.0,535.0,371.0,371.0,6.0,6.38,5.68,5.68,40.13,40.13,37.88
WSH,2023,WSH,WSH,Team Level,5on4,60,0.88,0.87,0.85,16972.0,255.42,30.81,23.67,60.76,9.21,147.0,77.54,28.68,30.81,28.68,248.0,101.0,132.0,481.0,28.0,47.0,2.0,40.0,3.0,118.0,113.0,220.0,321.0,12.0,24.0,165.0,35.0,12.0,36.0,250.0,65.0,34.0,6.98,8.39,15.44,8.0,9.0,11.0,481.0,349.0,349.0,7.0,6.24,9.41,9.29,27.77,27.77,26.64,44.12,4.11,2.56,6.99,1.55,15.48,30.31,4.04,4.11,4.04,47.0,14.0,10.0,71.0,4.0,3.0,0.0,4.0,0.0,13.0,37.0,43.0,57.0,2.0,4.0,150.0,37.0,37.0,26.0,41.0,15.0,5.0,1.02,1.91,1.18,2.0,2.0,0.0,71.0,61.0,61.0,23.0,0.58,0.37,0.37,4.32,4.32,4.25
PIT,2023,PIT,PIT,Team Level,other,59,0.59,0.58,0.56,7254.0,119.94,26.91,8.88,22.38,4.29,65.93,39.61,24.95,26.91,24.95,111.0,57.0,66.0,234.0,23.0,11.0,3.0,14.0,0.0,68.0,52.0,88.0,145.0,4.0,8.0,96.0,16.0,17.0,13.0,85.0,48.0,35.0,3.29,5.93,17.69,2.0,5.0,16.0,234.0,168.0,168.0,4.0,2.59,3.08,3.08,26.42,26.42,24.64,94.87,18.68,6.33,17.96,3.11,50.19,35.72,17.93,18.68,17.93,82.0,50.0,38.0,170.0,16.0,5.0,0.0,12.0,2.0,43.0,54.0,66.0,116.0,10.0,20.0,87.0,36.0,20.0,13.0,76.0,31.0,25.0,3.16,3.92,11.6,3.0,6.0,7.0,170.0,132.0,132.0,10.0,1.79,0.76,0.71,19.76,19.76,18.97
PIT,2023,PIT,PIT,Team Level,all,59,0.53,0.52,0.51,214752.0,2023.13,204.28,140.79,488.68,69.07,1085.36,784.89,192.47,204.83,193.08,1942.0,832.0,1093.0,3867.0,172.0,210.0,17.0,371.0,8.0,1003.0,1010.0,1770.0,2602.0,195.0,413.0,1893.0,1181.0,489.0,499.0,2009.0,526.0,239.0,58.0,65.65,80.63,67.0,58.0,47.0,3875.95,2774.0,2782.11,238.0,31.58,42.34,42.41,193.44,194.3,187.11,1913.29,177.89,128.76,459.9,64.13,1026.92,766.4,169.9,178.57,170.58,1771.0,853.0,926.0,3550.0,164.0,180.0,26.0,357.0,9.0,894.0,1020.0,1607.0,2460.0,204.0,428.0,1532.0,1246.0,439.0,416.0,1979.0,456.0,189.0,56.91,56.7,64.28,50.0,61.0,53.0,3554.16,2624.0,2628.03,223.0,28.35,35.18,35.23,171.0,171.77,166.67
PIT,2023,PIT,PIT,Team Level,5on5,59,0.52,0.52,0.51,172161.0,1580.48,135.2,103.41,399.07,53.56,842.95,632.88,129.59,135.75,130.2,1512.0,656.0,860.0,3028.0,121.0,153.0,14.0,297.0,6.0,774.0,817.0,1391.0,2047.0,173.0,371.0,1436.0,1083.0,418.0,409.0,1633.0,393.0,142.0,46.58,49.1,39.52,59.0,45.0,17.0,3036.95,2168.0,2176.11,208.0,21.53,31.09,31.46,125.27,126.13,123.59,1506.8,124.69,97.58,377.05,50.75,805.73,607.19,119.97,125.38,120.66,1397.0,666.0,738.0,2801.0,112.0,154.0,21.0,293.0,7.0,702.0,795.0,1285.0,1951.0,173.0,366.0,1176.0,1140.0,355.0,348.0,1587.0,355.0,121.0,44.87,44.33,35.49,41.0,45.0,26.0,2805.16,2063.0,2067.03,196.0,20.23,29.88,30.21,114.71,115.47,113.42
PIT,2023,PIT,PIT,Team Level,4on5,59,0.11,0.09,0.12,17177.0,35.84,3.68,1.66,5.37,1.14,10.42,22.73,3.35,3.68,3.35,37.0,8.0,5.0,50.0,2.0,4.0,0.0,3.0,0.0,11.0,25.0,35.0,43.0,2.0,4.0,155.0,58.0,33.0,20.0,29.0,10.0,6.0,0.71,1.33,1.64,0.0,1.0,1.0,50.0,45.0,45.0,18.0,0.38,0.97,0.97,3.1,3.1,3.06,249.95,29.31,21.38,55.43,8.18,148.82,78.87,26.8,29.31,26.8,225.0,117.0,143.0,485.0,28.0,20.0,4.0,52.0,0.0,126.0,116.0,197.0,314.0,11.0,22.0,147.0,20.0,13.0,39.0,248.0,57.0,37.0,6.82,6.97,15.52,3.0,9.0,16.0,485.0,342.0,342.0,3.0,5.54,4.24,3.96,30.89,30.89,28.65
PIT,2023,PIT,PIT,Team Level,5on4,59,0.88,0.86,0.82,18160.0,286.87,38.49,26.85,61.85,10.08,166.07,89.67,34.57,38.49,34.57,282.0,111.0,162.0,555.0,26.0,42.0,0.0,57.0,2.0,150.0,116.0,256.0,367.0,16.0,30.0,206.0,24.0,21.0,57.0,262.0,75.0,56.0,7.41,9.29,21.78,6.0,7.0,13.0,555.0,393.0,393.0,8.0,7.06,7.2,6.89,38.65,38.65,35.81,61.68,5.21,3.47,9.46,2.08,22.17,44.62,5.19,5.21,5.19,67.0,20.0,7.0,94.0,8.0,1.0,1.0,0.0,0.0,23.0,55.0,59.0,79.0,10.0,20.0,122.0,50.0,51.0,16.0,68.0,13.0,6.0,2.05,1.48,1.67,3.0,1.0,4.0,94.0,87.0,87.0,14.0,0.79,0.3,0.35,5.64,5.64,5.63
NSH,2023,NSH,NSH,Team Level,other,62,0.54,0.56,0.57,8834.0,138.29,29.92,10.36,27.01,5.01,73.87,42.83,27.3,29.92,27.3,136.0,53.0,60.0,249.0,33.0,17.0,2.0,20.0,2.0,71.0,46.0,103.0,156.0,5.0,13.0,101.0,36.0,17.0,15.0,99.0,42.0,48.0,3.71,4.89,21.32,5.0,5.0,23.0,249.0,189.0,189.0,8.0,3.06,4.97,4.77,28.22,28.22,26.91,102.48,25.04,7.5,18.13,3.49,54.45,31.38,23.53,25.04,23.53,95.0,45.0,52.0,192.0,28.0,13.0,4.0,9.0,3.0,49.0,38.0,67.0,112.0,7.0,17.0,97.0,35.0,12.0,12.0,66.0,35.0,39.0,2.58,4.34,18.12,6.0,4.0,18.0,192.0,140.0,140.0,2.0,2.12,5.01,5.01,22.15,22.15,21.23
NSH,2023,NSH,NSH,Team Level,all,62,0.52,0.52,0.52,224443.0,2026.73,199.75,141.65,489.1,69.15,1099.73,787.62,190.07,201.27,191.46,1933.0,854.0,1090.0,3877.0,197.0,207.0,32.0,387.0,10.0,983.0,1003.0,1736.0,2590.0,233.0,536.0,1733.0,1680.0,461.0,583.0,2034.0,531.0,222.0,57.23,66.2,76.32,62.0,61.0,74.0,3905.13,2787.0,2808.18,325.0,31.8,43.64,43.7,187.85,188.86,184.25,1917.5,186.37,129.52,462.71,65.94,1020.75,753.71,178.23,187.08,178.94,1880.0,739.0,1024.0,3643.0,190.0,196.0,22.0,361.0,7.0,937.0,928.0,1690.0,2429.0,244.0,562.0,1762.0,1489.0,465.0,634.0,1942.0,458.0,219.0,54.26,56.71,75.39,64.0,59.0,67.0,3645.32,2619.0,2619.22,366.0,28.86,39.5,39.6,175.63,176.49,172.21
